type,title,director,cast,country,release_year,rating,genre,platform,imdb_rating,id,image_url,description
Movie,Nathicharami,mansore,"sruthi hariharan,sanchari vijay,sharanya,balaji manohar,greeshma sridhar,harshil koushik,shaanthala,gopalkrishna deshpande",India,2018,TV-MA,"drama,independent,international",netflix,1.0,10616552496115586576,https://image.tmdb.org/t/p/w500/3cv0bQgu9PnH89xms2byU9ld7V2.jpg,"Reeling from the loss of her husband, a widow struggles to fulfill her physical and emotional desires despite social taboos around female sexuality."
TV Show,Z Nation,unknown,"nat zang,russell hodgkinson,michael welch,anastasia baranova,kellita smith,dj qualls,keith allan,pisay pao",United States,2018,TV-MA,"action adventure,comedy,horror",netflix,1.0,3907031487412744378,https://image.tmdb.org/t/p/w500/y4E5oRiHMTFkEB12IIcpbKbKzDW.jpg,"A team embarks on a perilous cross-country mission to transport the one man who survived a deadly zombie virus, hoping he holds the key to a vaccine."
Movie,FYRE: The Greatest Party That Never Happened,chris smith,unknown,United States,2019,TV-MA,documentaries,netflix,1.0,6769524154760102244,https://image.tmdb.org/t/p/w500/yFsP0BAJhAH3RTXCAnGvI1CtaUb.jpg,"The Fyre Festival was billed as a luxury music experience on a posh private island, but it failed spectacularly in the hands of a cocky entrepreneur."
Movie,IO,jonathan helpert,"margaret qualley,anthony mackie,danny huston",United States,2019,TV-14,"drama,scifi",netflix,1.0,22712755232970,https://image.tmdb.org/t/p/w500/1MK86Vr2nf1GSYOtRd8pFvA5RM8.jpg,"As a young scientist searches for a way to save a dying Earth, she finds a connection with a man who's racing to catch the last shuttle off the planet."
TV Show,Marvel's The Punisher,unknown,"jon bernthal,ebon mossbachrach,ben barnes,amber rose revah,jason r moore,daniel webber,jaime ray newman,michael nathanson,deborah ann woll,paul schulze",United States,2019,TV-MA,"crime,action adventure,thriller",netflix,1.0,10939794989281945443,https://image.tmdb.org/t/p/w500/7rmA1HwYp2GKM85BL0cVwCaosGr.jpg,A former Marine out to punish the criminals responsible for his family's murder finds himself ensnared in a military conspiracy.
Movie,Soni,ivan ayr,"geetika vidya ohlyan,saloni batra,mohinder gujral,mohit chauhan,vikas shukla,gauri chakraborty,simrat kaur,dimple kaur",India,2018,TV-MA,"drama,independent,international",netflix,1.0,8772916699169537294,https://image.tmdb.org/t/p/w500/gUczyiHIfi9kxme98T7yyIdyHFT.jpg,"While fighting crimes against women in Delhi, a short-fused policewoman and her level-headed female boss grapple with gender issues in their own lives."
Movie,Abducted in Plain Sight,skye borgman,unknown,United States,2017,TV-14,documentaries,netflix,1.0,7202900800796643432,https://image.tmdb.org/t/p/w500/licfKJMCnGFgFDATHeUZuy047RB.jpg,"In this true crime documentary, a family falls prey to the manipulative charms of a neighbor, who abducts their adolescent daughter. Twice."
Movie,Adhugo,unknown,unknown,India,2018,TV-14,"comedy,independent,international",netflix,1.0,4037219600931248362,https://image.tmdb.org/t/p/w500/5fgO5ey3B2WAYA6xDbvvoLqx6xU.jpg,A fast-footed piglet named Bunty becomes an object of desire for rival criminals that want the swift swine for their profitable animal-racing schemes.
Movie,Echcharikkai,sarjun,"sathyaraj,varalakshmi sarathkumar,kishore kumar g,vivek rajgopal,jayakumar,yogi babu,soundar,l alice",India,2018,TV-14,"international,thriller",netflix,1.0,8754205301523228972,https://image.tmdb.org/t/p/w500/na4nR40cUOK5Ej6murCrvfFWEjV.jpg,"After kidnapping a millionaire’s daughter, two men get swept up in a power struggle as her father enlists a brilliant cop to hunt them down."
Movie,Pandigai,feroz,"kreshna,anandhi,saravanan,madhusudhanan,black pandi,nitin sathyaa,aruldass,karunas,shanmugha rajan,prinz nithik",India,2017,TV-MA,"action adventure,drama,international",netflix,1.0,2690815126209591437,https://image.tmdb.org/t/p/w500/zR80yPVwn0HQfqx2Tk08aEdjlhr.jpg,"Looking for a way out of his impoverished life, a lowly hotel waiter joins an underground fight club. Then he needs a way out of that."
Movie,Sebastian Maniscalco: Stay Hungry,rik reinholdtsen,sebastian maniscalco,United States,2019,TV-MA,comedy,netflix,1.0,10065665864879277059,https://image.tmdb.org/t/p/w500/ewzJ918NPApQI9gUMacNhJFDInB.jpg,"Sebastian Maniscalco brings an acerbically unique approach to peacocks on planes, life hacks, rich in-laws and life's annoyances in this comedy special."
Movie,Baazaar,gauravv k chawla,"saif ali khan,chitrangada singh,radhika apte,rohan vinod mehra,manish chaudhary,denzil smith,pawan chopra,deepak gheewala,utkarsh mazumdar,danish hussain",India,2018,TV-MA,"drama,international",netflix,1.0,7884136761518320007,https://image.tmdb.org/t/p/w500/zLAlaimyVfsRmaH1fv3qmfksMRP.jpg,"A wide-eyed graduate learns the ugly side of ambition when he joins in the dubious business practices of his idol, a ruthless Mumbai stock tycoon."
Movie,ReMastered: Massacre at the Stadium,bentjorgen perlmutt,unknown,United States,2019,TV-MA,"documentaries,music",netflix,1.0,4814932148736646061,https://image.tmdb.org/t/p/w500/1X9TvO4yhhRvlT4XNZGhXPen4Lh.jpg,"The shocking murder of singer Victor Jara in 1973 turned him into a powerful symbol of Chile's struggle. Decades later, a quest for justice unfolds."
Movie,The Last Laugh,greg pritikin,"chevy chase,richard dreyfuss,andie macdowell,kate micucci,chris parnell,george wallace,lewis black",United States,2019,TV-MA,"comedy,drama",netflix,1.0,8212449354831438720,https://image.tmdb.org/t/p/w500/CSGJd80ajL7G7BIusniFi8XtFc.jpg,"After moving to a retirement home, restless talent manager Al reconnects with long-ago client Buddy and coaxes him back out on the comedy circuit."
Movie,Next Enti?,kunal kohli,"navdeep,larissa bonesi,sarathbabu,tamannaah bhatia,sundeep kishan,poonam kaur",India,2018,TV-14,"comedy,drama,international",netflix,1.0,2054696508676003530,https://image.tmdb.org/t/p/w500/qGIwZXqQWn5fh8BxLEolmZk9MiC.jpg,"Clashing views on intimacy lead a couple to go their separate ways to reflect on commitment and companionship, before suddenly crossing paths again."
TV Show,A Series of Unfortunate Events,unknown,"neil patrick harris,patrick warburton,malina weissman,louis hynes,k todd freeman,joan cusack,aasif mandvi",United States,2019,TV-PG,"kids,action adventure,comedy",netflix,1.0,9746952567894628809,https://m.media-amazon.com/images/M/MV5BMjE3MDM4NTg0NV5BMl5BanBnXkFtZTcwNjI4MTczMw@@._V1_SX300.jpg,"The extraordinary Baudelaire orphans face trials, tribulations and the evil Count Olaf in their fateful quest to unlock long-held family secrets."
TV Show,COMEDIANS of the world,unknown,"neal brennan,chris delia,nicole byer,nick swardson,deanne smith,ivan decker,dave merheje,k trevor wilson,joel dommett,mae martin,nish kumar,ellie taylor,urzila carlson,joel creasey,nazeem hussain,cal wilson,riaad moosa,tumi morake,loyiso gola,loyiso madinga,atul khatri,aditi mittal,amit tandon,franco escamilla,hugo el cojo feliz,gaby llanas,enissa amani,ilka bessin,kaya yanar,thiago ventura,mhel merrer,afonso padilha,shirley souagnon,jason brokerss,tania dutel,donel jacksman,ibraheem alkhairallah,rawsan hallak,adi khalefa,moayad alnefaie,louisjosé houde,françois bellefeuille,katherine levac,adib alkhalidey,martijn koning,soundos el ahmadi,rayen panday",United States,2019,TV-MA,"comedy,comedy",netflix,1.0,12372207614512147236,https://image.tmdb.org/t/p/w500/wLVLqchowS6XgoXHko4K1rP5nmm.jpg,This global stand-up comedy series features a diverse set of comics from 13 regions bringing their perspectives on what's funny around the world.
Movie,Merku Thodarchi Malai,lenin bharathi,"antony,gayathri krishna,abu valayamkulam,anthony vaathiyaar,aarubala,sornam",India,2018,TV-MA,"drama,independent,international",netflix,1.0,17885880433154912705,https://image.tmdb.org/t/p/w500/eKIXvlp0h1395TF3FdqWssywipR.jpg,"In southern India, a laborer's dreams of owning a piece of land to farm is complicated by political corruption."
Movie,Moshe Kasher: Live in Oakland,jay chapman,moshe kasher,United States,2012,TV-MA,comedy,netflix,1.0,4337033626261825549,https://image.tmdb.org/t/p/w500None,Comic Moshe Kasher returns to his home turf of Oakland for this stand-up special that has him sharing uproarious stories about the people he's met.
Movie,Puriyatha Puthir,ranjit jeyakodi,"vijay sethupathi,gayathrie,mahima nambiar,arjunan,ramesh thilak,ranjith",India,2017,TV-MA,"international,thriller",netflix,1.0,3139081052224544649,https://image.tmdb.org/t/p/w500/tc7xXN2eb4n73qzKMQ6ZU647wnp.jpg,An aspiring music director begins to receive voyeuristic footage of his girlfriend from her apparent stalker as tragedy strikes those around him.
Movie,Taramani,ram,"andrea jeremiah,anjali,vasanth ravi,adrian knight jesly,azhagamperumal,lizzie antony,nivas adithan,abhishek d shah",India,2017,TV-MA,"drama,independent,international",netflix,1.0,18045172696633385078,https://m.media-amazon.com/images/M/MV5BODg4Zjk0N2EtNmMyNS00ZTkxLWEwNzYtNzIzMDdiM2E3MzJmXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_SX300.jpg,"A traditional man and an independent woman share a connection, but they must learn to navigate their vastly different experiences and expectations."
Movie,Whitney Cummings: Money Shot,john fortenberry,whitney cummings,United States,2010,TV-MA,comedy,netflix,1.0,12227322275062889602,https://image.tmdb.org/t/p/w500/dtj89a8F6pd5EjWaRh646HANmAZ.jpg,"Comedy Central roast veteran Whitney Cummings gets the stage to herself in this debut special, which finds her riffing on a wide range of topics."
Movie,Bill Hicks: Sane Man,"kevin booth,david johndrow",bill hicks,United States,1989,TV-MA,comedy,netflix,1.0,17527367379976372453,https://image.tmdb.org/t/p/w500/gN9RtL9u9mHjNH4IA2NH6ocdeyq.jpg,"Filmed in 1989 at a turning point in comedian Bill Hicks's career, this rare onstage performance captures him spouting off on a variety of topics."
Movie,Sam Kinison: Breaking the Rules,walter c miller,sam kinison,United States,1987,TV-MA,comedy,netflix,1.0,16006911218523786632,https://m.media-amazon.com/images/M/MV5BMTgxNjMwNzUzM15BMl5BanBnXkFtZTcwMDg0NDMyMQ@@._V1_SX300.jpg,"The one-time preacher shakes and shudders as he tears into subjects including sex, marriage, religion, drugs and famine in this HBO special."
Movie,Sam Kinison: Family Entertainment Hour,walter c miller,sam kinison,United States,1991,TV-MA,comedy,netflix,1.0,10482665128422448574,https://image.tmdb.org/t/p/w500/hKAhogDrSQDz9ZM3alNYrNH649r.jpg,"Comic Sam Kinison lets it rip with this performance at L.A.'s Wiltern theatre, skewering every segment of modern society from religion to television."
Movie,Sam Kinison: Live in Vegas,walter c miller,sam kinison,United States,1991,TV-MA,comedy,netflix,1.0,1549957019048109157,https://image.tmdb.org/t/p/w500/toRKtijR4skjKniA2YaAxS60bjt.jpg,Standup legend Sam Kinison is at his screaming best as he storms the stage in Sin City to get a few things off his chest.
Movie,Sam Kinison: The Scream Continues,unknown,sam kinison,United States,2016,TV-MA,documentaries,netflix,1.0,4538757627075646301,https://image.tmdb.org/t/p/w500/kHElS27rsJqiBbAebRGEB4M3Tt3.jpg,Sam's brother and former manager Bill Kinison speaks about the late comedian's journey from preacher to standup legend.
Movie,Tim Allen: Men Are Pigs,ellen brown,tim allen,United States,1990,TV-MA,comedy,netflix,1.0,432348020188120542,https://image.tmdb.org/t/p/w500/tnxCGFaPLkHyTMtzmLrrhWpEH5N.jpg,"Standup comedian Tim Allen delivers a set dedicated to ""men stuff"" like lawn care, power tools and why he grunts like an animal."
Movie,Tim Allen: ReWires America,unknown,tim allen,United States,1991,TV-MA,comedy,netflix,1.0,9311658575895271947,https://image.tmdb.org/t/p/w500/n5sv6ZXhFOyvsxI3zHbpCMwFmnx.jpg,"Standup star Tim Allen storms the stage for a set chock-full of observations about powerful cars, beautiful lawns and more of the things he loves."
Movie,Todd Glass: Stand-Up Special,jay chapman,todd glass,United States,2012,TV-MA,comedy,netflix,1.0,10843043224185426782,https://image.tmdb.org/t/p/w500None,"Standup comedian Todd Glass gets right down to it, with sly observations on accepting directions, denying compliments and being afraid of the dark."
Movie,Tom Papa Live in New York City,rob zombie,tom papa,United States,2011,TV-14,comedy,netflix,1.0,3600089485802335252,https://image.tmdb.org/t/p/w500/qT9ViKGZWHxNrOEtN2ckbDheTzZ.jpg,"Comedian Tom Papa riffs on the trials of married life, fatherhood in the 21st century, domestic pets and more in his stand-up show."
Movie,Black Mirror: Bandersnatch,unknown,"fionn whitehead,will poulter,craig parkinson,alice lowe,asim chaudhry",United States,2018,TV-MA,"drama,international,scifi",netflix,1.0,5686850270202368810,https://image.tmdb.org/t/p/w500/fR0VZ0VE598zl1lrYf7IfBqEwQ2.jpg,"In 1984, a young programmer begins to question reality as he adapts a dark fantasy novel into a video game. A mind-bending tale with multiple endings."
Movie,Life Ki Toh Lag Gayi,rakesh mehta,"kay kay menon,ranvir shorey,manu rishi chadha,pradhuman singh,neha bhasin,jackie shroff,asrani,neeraj vora,sharat saxena,tom alter",India,2012,TV-MA,"action adventure,comedy,drama",netflix,1.0,10981532473083328003,https://image.tmdb.org/t/p/w500/puSTW07hErG8VgXMZtZxmmzzEUv.jpg,"A vengeful son, a cop on a mission, a wannabe actress and a jilted lover find their lives intermingling in unexpected ways over 24 hours in Mumbai."
TV Show,Murder Mountain,unknown,unknown,United States,2018,TV-MA,"crime,docuseries",netflix,1.0,7077339298636730084,https://image.tmdb.org/t/p/w500/l1Qapmc15fPptbapkvTzBTp1Hhx.jpg,"In Humboldt County, California, the big business of legal marijuana brings in visitors from around the world. Some are never seen again."
Movie,Bird Box,susanne bier,"sandra bullock,trevante rhodes,john malkovich,sarah paulson,bd wong,jacki weaver,rosa salazar,danielle macdonald,lil rel howery,tom hollander",United States,2018,R,"drama,scifi,thriller",netflix,1.0,6942425169732917398,https://image.tmdb.org/t/p/w500/rGfGfgL2pEPCfhIvqHXieXFn7gp.jpg,"Five years after an ominous unseen presence drives most of society to suicide, a survivor and her two children make a desperate bid to reach safety."
Movie,Ascharyachakit!,samit kakkad,"priyanka bose,vaibhav raj gupta,santosh juvekar,anangsha biswas,ankit raaj,kashmira irani,kailash waghmare,vipin sharma",India,2018,TV-MA,"drama,independent,international",netflix,1.0,11323496141747688564,https://image.tmdb.org/t/p/w500/jNThnK5uJS4g63CANGi7FukLgLt.jpg,"Entangling the lives of a movie star, a chauffeur, a prostitute and a pimp, this bold drama reveals ugly truths beneath Mumbai’s glitzy veneer."
TV Show,Ellen DeGeneres: Relatable,"joel gallen,tig notaro",ellen degeneres,United States,2018,TV-MA,"comedy,comedy",netflix,1.0,2072277448718287817,https://image.tmdb.org/t/p/w500/2mWdVy4X113rcs5SHu1373YSO22.jpg,"In her first special since 2003, Ellen revisits her road to stardom and details the heartfelt – and hilarious – lessons she's learned along the way."
Movie,Lilli,prasobh vijayan,"samyuktha menon,aaryan menon,dhanesh anand,kannan nayar,sajin cherukayil,kevin jose,athulya",India,2018,TV-MA,"drama,independent,international",netflix,1.0,14761407376236913543,https://image.tmdb.org/t/p/w500/2kZZpYyOGkW5RBCIdO2QHAtZe6W.jpg,"A woman who's about to give birth finds her maternal instincts kicking in when she's abducted, imprisoned and brutalized by a vicious gang."
Movie,Prince of Peoria: A Christmas Moose Miracle,jon rosenbaum,"gavin lewis,theodore barnes,shelby simmons,cynthia kaye mcwilliams",United States,2018,TV-G,"family,comedy",netflix,1.0,5878791367064997757,https://image.tmdb.org/t/p/w500/zZmL9ZYMlXliuNwznjb1INawgYx.jpg,"Teddy's never missed the Festival of Lights, but the bowling alley’s been snowed in! Not to worry – Emil insists the Christmas moose will save the day."
Movie,Andhadhun,sriram raghavan,"tabu,ayushmann khurrana,radhika apte,anil dhawan,manav vij,zakir hussain,ashwini kalsekar,chhaya kadam,pawan singh,kabir sajid",India,2018,TV-14,"comedy,drama,international",netflix,1.0,4900597292864031992,https://m.media-amazon.com/images/M/MV5BZWZhMjhhZmYtOTIzOC00MGYzLWI1OGYtM2ZkN2IxNTI4ZWI3XkEyXkFqcGdeQXVyNDAzNDk0MTQ@._V1_SX300.jpg,A visually impaired pianist’s world careens into a series of shocking twists after he unintentionally lands at the murder scene of a former film star.
Movie,Dragons: Dawn of the Dragon Racers,"elaine bogan,john sanford","jay baruchel,america ferrera,zack pearlman,christopher mintzplasse,tj miller,andree vermeulen",United States,2014,TV-PG,"family,comedy",netflix,1.0,6188159474582514427,https://image.tmdb.org/t/p/w500/sgOXOQyPIjeMi1bnWu1r0CzLsZD.jpg,"The ""How to Train Your Dragon"" adventure continues when a hunt for lost sheep turns into a fierce, fun-filled competition."
