type,title,director,cast,country,release_year,rating,genre,platform,imdb_rating,id,image_url
Movie,our souls at night,['ritesh batra'],"robert redford,jane fonda,bruce dern,matthias schoenaerts,iain armitage,judy greer,phyllis somerville",United States,2017,TV-14,"drama,romance",netflix,6.9,9655185524972324797,https://m.media-amazon.com/images/M/MV5BMzU4ODQ5MDc5OV5BMl5BanBnXkFtZTgwMjk4MDM1MzI@._V1_SX300.jpg
Movie,human experiments,['gregory goodell'],"linda haynes,geoffrey lewis,ellen travolta,lurene tuttle,mercedes shirley",United States,1979,18+,"horror,suspense",hotstar,4.4,4505062158435862774,https://m.media-amazon.com/images/M/MV5BZjFkYzM1YTQtMTMzMC00MjdmLTk4NTctMDU1ODZjMDIzODY4XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg
TV Show,exhibit a,['unknown'],unknown,United States,2019,TV-MA,"crime,docuseries,science nature",netflix,6.1,10155789368147684342,https://m.media-amazon.com/images/M/MV5BMTgxMzU0NDYzMl5BMl5BanBnXkFtZTcwNzM2OTIwMw@@._V1_SX300.jpg
Movie,marvel studios captain america the first avenger,['joe johnston'],"chris evans,tommy jones,hugo weaving,hayley atwell,sebastian stan,dominic cooper",United States,2011,PG-13,"action adventure,science fiction,superhero",hotstar,6.9,8312906985625738775,https://m.media-amazon.com/images/M/MV5BMTYzOTc2NzU3N15BMl5BanBnXkFtZTcwNjY3MDE3NQ@@._V1_SX300.jpg
Movie,the main event,['jay karas'],"seth carr,tichina arnold,adam pally,ken marino,mike the miz mizanin,momona tamada,keith lee,babatunde aiyegbusi,kofi kingston",United States,2020,TV-G,"family,comedy,sports",netflix,5.5,15025973691276267823,https://m.media-amazon.com/images/M/MV5BYzg5MWFmMTItNzg0NC00NDk2LTg1OWUtOTlhZGRjZWM4MTAyXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg
Movie,myth a frozen tale,['jeff gipson'],evan rachel wood,United States,2021,TV-G,"animation,family,fantasy",hotstar,5.7,3312835724771026543,https://m.media-amazon.com/images/M/MV5BYWFlMDdhNzktNmE1MC00NWM2LWEzOTMtYmE4NjRhYWYxNzJjXkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_SX300.jpg
TV Show,scream,['unknown'],"willa fitzgerald,bex taylorklaus,john karna,amadeus serafini,connor weil,carlson young,jason wiles,tracy middendorf,tom maden,bobby campo,santiago segura,mike vaughn",United States,2019,TV-MA,"crime,horror,mystery",netflix,7.4,12823989843185590263,https://m.media-amazon.com/images/M/MV5BMjA2NjU5MTg5OF5BMl5BanBnXkFtZTgwOTkyMzQxMDE@._V1_SX300.jpg
Movie,gemini,['pk baaburaaj'],"esther anil,sijoy varghese,renji panicker,thanusree ghosh,sasi kalinga,kishore sathya,sethu lakshmi,rosin jolly",India,2018,TV-PG,drama,netflix,5.4,4132207787078642388,https://m.media-amazon.com/images/M/MV5BNWMxOTMwMzktYjcyZS00MGY4LWJkYjMtYmViYzRkZTgwZDIxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
TV Show,spirit riding free,['unknown'],"amber frank,sydney park,bailey gambertoglio,darcy rose byrnes,nolan north,kari wahlgren,andy pessoa,tiya sircar,jonathan craig williams,robert knepper",United States,2019,TV-Y7,kids,netflix,6.6,6298186255415484095,https://m.media-amazon.com/images/M/MV5BMjQ1NWQwOTAtZjJiZC00YWRiLTg4MmEtMjYyZGQ5YjIyZmY2XkEyXkFqcGdeQXVyNjM1MjMyMDE@._V1_SX300.jpg
Movie,jeff foxworthy and larry the cable guy we’ve been thinking,['jay karas'],"jeff foxworthy,larry the cable guy",United States,2016,TV-14,comedy,netflix,1.0,13783339587585779401,url
Movie,yeh hai bakrapur,['unknown'],"amit sial,yoshika verma,anshuman jha,asif basra,suruchi aulakh",India,2014,TV-PG,"comedy,drama,independent",netflix,3.9,9680899543196747101,https://m.media-amazon.com/images/M/MV5BN2QxOGVmZTgtMjNlZC00NDU5LWJlNGYtZmIxNGNiZDlkNGUyXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg
Movie,im in love with a church girl,['steve race'],"ja rule,adrienne bailon,stephen baldwin,vincent pastore,michael madsen,tbone,martin kove,toby mac",United States,2013,PG,"drama,faith and spirituality,romance",netflix,1.0,14264965963746501883,url
Movie,kate,['cedric nicolastroyan'],"mary elizabeth winstead,jun kunimura,woody harrelson,tadanobu asano,miyavi,michiel huisman,miku martineau",United States,2021,R,action adventure,netflix,6.2,6117158730792982637,https://m.media-amazon.com/images/M/MV5BN2IyYzI4YmQtNzBmMi00Mjg3LWI4NTMtNmZjNjk3YjIwZmJhXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg
Movie,enai noki paayum thota,['gautham menon'],"dhanush,megha akash,sasikumar",India,2019,16+,"action,suspense",hotstar,5.5,18076346901756929521,https://m.media-amazon.com/images/M/MV5BNTllMGJkOTQtNDY0Ny00MTM4LWE3YjItZWQ2ODAyNmVlMWQwXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_SX300.jpg
Movie,mumbai pune mumbai 3,['satish rajwade'],"swapnil joshi,mukta barve,prashant damle,mangal kenkre,vijay kenkre,savita prabhune",India,2018,13+,"comedy,drama,international",hotstar,6.2,14128569170343417660,https://m.media-amazon.com/images/M/MV5BZjM3ZmY5NGQtZTAyMy00NzAwLTliZmQtNzUzZmQ2MzFmZjU3XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg
Movie,dil vil pyaar vyaar,['manjeet maan'],"gurdas maan,neeru bajwa,jassi gill,rajiv thakur,khushdeed maan,manav vij,raj jhinger,shruti sodhi,meher vij",India,2014,TV-PG,"international,music,romance",netflix,6.5,16558694351508551212,https://m.media-amazon.com/images/M/MV5BZjVlMGViZWEtYWVhZi00MjZmLTk0ODktMmJkNzBmY2M1ODVhXkEyXkFqcGdeQXVyNjg1ODU5MzI@._V1_SX300.jpg
Movie,sleepless,['baran bo odar'],"jamie foxx,michelle monaghan,scoot mcnairy,dermot mulroney,ti,david harbour,gabrielle union,octavius j johnson,tim connolly,drew sheer",United States,2017,R,action adventure,netflix,5.6,1159111460069637772,https://m.media-amazon.com/images/M/MV5BNjEwMDAyOTM4OV5BMl5BanBnXkFtZTgwMzc4MjMyMDI@._V1_SX300.jpg
TV Show,lenox hill,['unknown'],unknown,United States,2020,TV-MA,"docuseries,reality,science nature",netflix,8.7,13695581128282541345,https://m.media-amazon.com/images/M/MV5BMzFiYjhlNjktMTY2Ni00YzlkLWE2MWEtYjQ3NDZlMTVmMTM2XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
TV Show,the politician,['unknown'],"ben platt,gwyneth paltrow,jessica lange,zoey deutch,lucy boynton,bob balaban,david corenswet,julia schlaepfer,laura dreyfuss,theo germaine,rahne jones,benjamin barrett",United States,2020,TV-MA,"comedy,drama,teen tv shows",netflix,7.5,13904035676484642858,https://m.media-amazon.com/images/M/MV5BMzk1Yzg4MmEtODFjNS00NzE1LWEzMDItNjhiMmRlYTZhN2U5XkEyXkFqcGdeQXVyMTAxOTg0NDc3._V1_SX300.jpg
Movie,trip to bhangarh asias most haunted place,['jitender pawar'],"manish chaudhary,suzanna mukherjee,piyush raina,rachit behl,rohit chaudhury,vikram kochhar,poonam pandey",India,2014,TV-MA,"international,thriller",netflix,1.0,14416296941880188187,url
Movie,pick of the litter,"['dana nachman', 'don hardy jr']",unknown,United States,2018,TV-PG,"family,documentaries",netflix,7.6,5919078958487337674,https://m.media-amazon.com/images/M/MV5BYmU2Y2MxYjUtMmY2Ni00NTE0LWJkYTItYjllMWEzNDQzMDY0XkEyXkFqcGdeQXVyODY3Nzc0OTk@._V1_SX300.jpg
Movie,gods not dead a light in darkness,['michael mason'],"david ar white,john corbett,shane harper,ted mcginley,jennifer taylor,benjamin a onyango,tatum oneal,cissy houston",United States,2018,PG,"drama,faith and spirituality",netflix,1.0,4100612110801619627,url
TV Show,tales of the city,['unknown'],"laura linney,ellen page,olympia dukakis,paul gross,murray bartlett,barbara garrick,charlie barnett,garcia,may hong,jen richards,victor garber,ashley park,christopher larkin,zosia mamet,molly ringwald,daniela vega",United States,2019,TV-MA,drama,netflix,7.4,15278311748921678592,https://m.media-amazon.com/images/M/MV5BNjVhMjBhMDYtYTVlZi00MWM3LTg1MDktYjc1NmZhOTNkOTA5XkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_SX300.jpg
Movie,dear zindagi,['gauri shinde'],"alia bhatt,shah rukh khan,ira dubey,yashaswini dayama,gautmik,raj bhansali,rohit saraf,atul kale,kunal kapoor,angad bedi,ali zafar,aditya roy kapoor",India,2016,TV-14,"comedy,drama,international",netflix,7.4,10397838468467704210,https://m.media-amazon.com/images/M/MV5BZWQzYWI3ZGMtYzgyYy00OWZkLWEwODYtNGNiMTZhODBkNzUyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_SX300.jpg
TV Show,supergirl,['jesse warn'],"melissa benoist,mehcad brooks,chyler leigh,jeremy jordan,david harewood,calista flockhart,emma tremblay,adrian pasdar,katie mcgrath,david st louis,odette annable,floriana lima,erica durance",United States,2019,TV-14,"action adventure,scifi",netflix,6.2,6604855431087468623,https://m.media-amazon.com/images/M/MV5BODQ3MmFkZjQtZDVlYi00NTA3LWE2YTMtZmM5NzNkZGE5ZTdjXkEyXkFqcGdeQXVyMTA1OTAyOTI@._V1_SX300.jpg
Movie,aquamarine,['elizabeth allen rosenbaum'],"jake mcdorman,arielle kebbel,claudia karvan,bruce spence,tammin sursok,roy billing",United States,2006,PG,"comedy,coming of age,fantasy",hotstar,5.4,6879259492106671004,https://m.media-amazon.com/images/M/MV5BNmEzNWQzMDQtNzIwZi00NzNlLTkyOTMtOGRmYjQ2MzdkNDU0XkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_SX300.jpg
TV Show,great migrations,['unknown'],alec baldwin,United States,2010,TV-PG,"animals  nature,docuseries,survival",hotstar,8.0,14605167881588730366,https://m.media-amazon.com/images/M/MV5BMTk3OTU2MDM3NV5BMl5BanBnXkFtZTgwNTUyNTA2MDE@._V1_SX300.jpg
TV Show,medical police,['unknown'],"erinn hayes,rob huebel,malin akerman,rob corddry,lake bell,sarayu blue,ken marino,fred melamed,tom wright,jason schwartzman,eric nenninger,megan le,beth dover,zandy hartig,brian huskey,michael cera",United States,2020,TV-MA,"crime,action adventure,comedy",netflix,6.0,8639700215334847452,https://m.media-amazon.com/images/M/MV5BYjNiNjg3YmEtODU5YS00YWRlLWJkZTUtMTYzN2ZmNjFlNGYyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg
Movie,the black godfather,['reginald hudlin'],"clarence avant,quincy jones",United States,2019,TV-MA,"documentaries,music",netflix,7.5,16322643778121219741,https://m.media-amazon.com/images/M/MV5BZmFhNjM5MTItZDRkNS00ZjUyLTkyMWUtZjg1YWZjMjFlYjg0XkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_SX300.jpg
Movie,petta,['karthik subbaraj'],"rajnikanth,vijay sethupathi,m sasikumar,nawazuddin siddiqui,trisha krishnan,simran",India,2019,TV-14,"action adventure,comedy,drama",netflix,7.2,16902544077047468710,https://m.media-amazon.com/images/M/MV5BNDc4OTA4NjctMWVhZS00OTJmLThlYjgtYTQ0MGFiYWQ5Yjg1XkEyXkFqcGdeQXVyODIwMDI1NjM@._V1_SX300.jpg
Movie,black widow,['cate shortland'],"scarlett johansson,florence pugh,david harbour,ot fagbenle,rachel weisz,ray winstone",United States,2021,PG-13,"action adventure,science fiction,spyespionage",hotstar,6.7,5405034297167855889,https://m.media-amazon.com/images/M/MV5BNjRmNDI5MjMtMmFhZi00YzcwLWI4ZGItMGI2MjI0N2Q3YmIwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg
Movie,chris delia incorrigible,['bill delia'],chris delia,United States,2015,TV-MA,comedy,netflix,1.0,16440263975493038910,url
Movie,ghulamemusthafa,['partho ghosh'],"nana patekar,raveena tandon,paresh rawal,aruna irani,mohan joshi,mohnish bahl,shivaji satham,vishwajeet pradhan,ashwin kaushal,satish shah",India,1997,TV-MA,"action adventure,drama,international",netflix,1.0,2547949209302567067,url
Movie,take your pills,['alison klayman'],unknown,United States,2018,TV-14,documentaries,netflix,6.3,13328097537587423755,https://m.media-amazon.com/images/M/MV5BNWQ5NDYxNjYtODc4Ni00NmIyLWEyMGYtNGM0N2ZmYjgzYTliXkEyXkFqcGdeQXVyNTg0MzU3NjM@._V1_SX300.jpg
TV Show,stretch armstrong  the flex fighters,['unknown'],"scott menville,steven yeun,ogie banks,wil wheaton,keith david,miguel ferrer,david kaye,kate mulgrew,nazneen contractor,felicia day",United States,2018,TV-Y7,kids,netflix,6.2,8784169599893539223,https://m.media-amazon.com/images/M/MV5BYzhmMjhmMTMtZTc4ZC00MmVmLThlZTktNDRiMWRhYTliMjhmXkEyXkFqcGdeQXVyNzUzNTEwOTA@._V1_SX300.jpg
Movie,why did you kill me,['fredrick munk'],unknown,United States,2021,TV-MA,documentaries,netflix,5.6,6831858816095599170,https://m.media-amazon.com/images/M/MV5BODBjM2Y3ZjctYzZhNS00ZjRkLThhYzgtZDJjYjk2NWViMWMwXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_SX300.jpg
Movie,exorcist the beginning,['renny harlin'],"rupert degas,stellan skarsgard,izabella scorupco,james darcy,ralph brown,ben cross,david bradley",United States,2004,R,"action,adventure,horror",hotstar,5.1,12572156735060366056,https://m.media-amazon.com/images/M/MV5BMjI0NzY1MzQ0MV5BMl5BanBnXkFtZTcwOTM1MTEzMw@@._V1_SX300.jpg
Movie,three days,['michael switzer'],unknown,United States,2001,TV-G,"drama,fantasy",hotstar,6.8,17313196031141971854,https://m.media-amazon.com/images/M/MV5BMTU4MTkxMzExMF5BMl5BanBnXkFtZTcwNDA2NjA0MQ@@._V1_SX300.jpg
Movie,solo a star wars story,['ron howard'],"alden ehrenreich,woody harrelson,emilia clarke,donald glover,joonas suotamo,thandie newton,phoebe wallerbridge,paul bettany",United States,2018,PG-13,"action adventure,family,scifi",netflix,6.9,5143457016022853097,https://m.media-amazon.com/images/M/MV5BOTM2NTI3NTc3Nl5BMl5BanBnXkFtZTgwNzM1OTQyNTM@._V1_SX300.jpg
Movie,true memoirs of an international assassin,['jeff wadlow'],"kevin james,andy garcia,zulay henao,maurice compte,kelen coleman,andrew howard,rob riggle,leonard earl howze,yul vazquez,kim coates,daniel zacapa,ron rifkin,jeff chase",United States,2016,TV-14,"action adventure,comedy",netflix,5.9,1305970274535938120,https://m.media-amazon.com/images/M/MV5BMjEzMjI0Mzc5MV5BMl5BanBnXkFtZTgwODExMDgxMDI@._V1_SX300.jpg
Movie,maine pyaar kyun kiya,['david dhawan'],"salman khan,sushmita sen,sohail khan,katrina kaif,arshad warsi,isha koppikar,rajpal yadav,beena kak",India,2005,TV-14,"comedy,international,music",netflix,5.6,6944828020415230421,https://m.media-amazon.com/images/M/MV5BY2UxOWRmYTMtZjc4OS00NmY3LWFhZTktMzczNTQ2MTczMTJjXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg
Movie,onaatah,['pradip kurbah'],"sweety pala,merlvin mukhim,richard kharpuri,enshon lamare,mary nonghuloo,destina mawrie,anvil laloo,tashneem lyngdoh",India,2016,TV-14,"drama,international",netflix,8.6,1393257135090753901,https://m.media-amazon.com/images/M/MV5BZDdiNGM0ZGQtY2U5ZS00MmE3LWFmZjgtMWIzNTAzYzNlMTNmXkEyXkFqcGdeQXVyMzQzNzc4NjY@._V1_SX300.jpg
Movie,house party,['reginald hudlin'],"christopher reid,christopher martin,robin harris,tisha campbell,aj johnson,martin lawrence,paul anthony,bowlegged lou,bfine,edith fields,kelly jo minter,clifton powell,verda bridges",United States,1990,R,"comedy,cult",netflix,6.5,181584946762490787,https://m.media-amazon.com/images/M/MV5BZTBkY2QyOTQtMTM3Ni00NmYwLTlkODYtYmRjZjE0NjQyZTBhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
TV Show,inside pixar,['unknown'],unknown,United States,2020,TV-PG,"docuseries,family",hotstar,7.3,5369614996692251323,https://m.media-amazon.com/images/M/MV5BNjU5OTVlZTEtN2E5YS00OWY1LTk5NWMtM2MyNDEwOGI3YWNlXkEyXkFqcGdeQXVyMTMxNjUyMDkx._V1_SX300.jpg
Movie,the rat race,['miriam chandy menacherry'],unknown,India,2010,TV-PG,"documentaries,international",netflix,6.6,13424588080735189947,https://m.media-amazon.com/images/M/MV5BMmZiNTgwYzAtYzY0ZS00YTc0LTlmZmYtZTMyZmJiNTFiNWRlXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX300.jpg
Movie,nova killer volcanoes,['oliver twinch'],craig sechler,United States,2017,TV-PG,documentaries,netflix,1.0,6107354188453960322,url
TV Show,americas book of secrets,['unknown'],jonathan adams,United States,2014,TV-14,docuseries,netflix,1.0,9187782979320818593,url
TV Show,unsolved,['unknown'],"josh duhamel,jimmi simpson,bokeem woodbine",United States,2018,TV-MA,"crime,drama",netflix,4.2,427943137831809722,https://m.media-amazon.com/images/M/MV5BMTIxOTYzNDQ0NF5BMl5BanBnXkFtZTcwMjIzNzE3MQ@@._V1_SX300.jpg
TV Show,the creative indians,['unknown'],unknown,India,2020,TV-MA,"docuseries,international",netflix,8.3,11709095185685133834,https://m.media-amazon.com/images/M/MV5BNWNmZjZmMGEtOTg1NS00NjA4LTg1YjYtYmQwYzdmODU1MzUxXkEyXkFqcGdeQXVyOTY2MTYxODA@._V1_SX300.jpg
Movie,qila,['umesh mehra'],"dilip kumar,mukul dev,rekha,mamta kulkarni,smita jaykar,gulshan grover",India,1998,TV-14,"drama,international",netflix,4.8,7958837202143746133,https://m.media-amazon.com/images/M/MV5BYWFiZTUwMWEtZWQ5NC00MGE5LWE0MjYtMjg3OWJhOTk3NDE2L2ltYWdlXkEyXkFqcGdeQXVyMjQ2MjgyNjY@._V1_SX300.jpg
Movie,the great hack,"['karim amer', 'jehane noujaim']",unknown,United States,2019,TV-MA,documentaries,netflix,7.0,2456997472574854088,https://m.media-amazon.com/images/M/MV5BMGViZWEwOGItMGZlMC00YzE1LTk5ZWItMGYxYjhhMjBmNDMwXkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_SX300.jpg
Movie,cars 3,['brian fee'],"owen wilson,cristela alonzo,chris cooper,nathan fillion,larry the cable guy,armie hammer",United States,2017,G,"animation,comedy,family",hotstar,6.7,15557806539232170938,https://m.media-amazon.com/images/M/MV5BMTc0NzU2OTYyN15BMl5BanBnXkFtZTgwMTkwOTg2MTI@._V1_SX300.jpg
Movie,frozen,"['chris buck', 'jennifer lee']","kristen bell,idina menzel,jonathan groff,josh gad,santino fontana,alan tudyk",United States,2013,PG,"animation,family,fantasy",hotstar,7.4,449911756277688567,https://m.media-amazon.com/images/M/MV5BMTQ1MjQwMTE5OF5BMl5BanBnXkFtZTgwNjk3MTcyMDE@._V1_SX300.jpg
Movie,vettai,['n linguswamy'],"arya,madhavan,sameera reddy,amala paul,nasser,ashutosh rana,sreejith ravi,muthukumar",India,2012,TV-14,"action adventure,international,music",netflix,6.0,12938939059211886446,https://m.media-amazon.com/images/M/MV5BMzRiMTEwZTItYWMzOS00MDNhLWI2NzQtYmE4ZDUwODEwMmU2XkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_SX300.jpg
Movie,alaska is a drag,['shaz bennett'],"martin l washington jr,maya washington,matt dallas,christopher oshea,jason scott lee,margaret cho,kevin daniels,john fleck,nia peeples,adam tomei",United States,2017,TV-MA,"drama,lgbtq",netflix,6.6,2737010006161849405,https://m.media-amazon.com/images/M/MV5BMGQxYWM1MDQtZmJhNy00ZjExLTliNzMtYjNjZmY2ZWRmMzkzXkEyXkFqcGdeQXVyOTg4NTQ2MTA@._V1_SX300.jpg
Movie,the last blockbuster,['taylor morden'],unknown,United States,2020,TV-14,documentaries,netflix,6.7,4788575180138924959,https://m.media-amazon.com/images/M/MV5BNjRhY2YwYzItOGY4My00ZjNjLTg4NDktN2YyNGM1ODA5ZGRmXkEyXkFqcGdeQXVyNzE5OTQzMDU@._V1_SX300.jpg
Movie,shaitan,['bejoy nambiar'],"rajeev khandelwal,kalki koechlin,gulshan devaiah,shiv pandit,kirti kulhari,neil bhoopalam,nikhil chinappa,rajit kapoor,rajkummar rao,pavan malhotra",India,2011,TV-MA,"action adventure,drama,independent",netflix,7.2,197626642128575061,https://m.media-amazon.com/images/M/MV5BNDJiNDQxYWUtNTM2Mi00MDg3LWI5NTYtNjU1NmVmNmYwNTE5XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg
Movie,anesthesia,['tim blake nelson'],"sam waterston,tim blake nelson,jessica hecht,kristen stewart,corey stoll,k todd freeman,glenn close,gretchen mol,michael kenneth williams,gloria reuben,mickey sumner,yul vazquez,hannah marks,ben konigsberg",United States,2015,R,"drama,independent",netflix,6.1,1204353123318234431,https://m.media-amazon.com/images/M/MV5BNDUyMjgxNzQ4NV5BMl5BanBnXkFtZTgwNzkzMDA1NzE@._V1_SX300.jpg
Movie,kiss the ground,"['joshua tickell', 'rebecca harrell tickell']",woody harrelson,United States,2020,TV-G,documentaries,netflix,8.2,7938608001807243894,https://m.media-amazon.com/images/M/MV5BNmJkOWRhZWUtZmNlZC00NWYwLThiMmEtZjZkMTI4N2Y1NDMxXkEyXkFqcGdeQXVyMTE5NTc0NzY@._V1_SX300.jpg
Movie,chronically metropolitan,['xavier manrique'],"shiloh fernandez,ashley benson,josh peck,addison timlin,chris noth,marylouise parker",United States,2016,TV-MA,"comedy,drama,independent",netflix,5.0,9107406407987467576,https://m.media-amazon.com/images/M/MV5BMTAxOTI5MjczMDdeQTJeQWpwZ15BbWU4MDAyNzYyMDgx._V1_SX300.jpg
Movie,kill the messenger,['michael cuesta'],"jeremy renner,rosemarie dewitt,ray liotta,tim blake nelson,oliver platt,barry pepper,michael sheen,paz vega,michael kenneth williams,mary elizabeth winstead,andy garcia,robert patrick",United States,2014,R,"drama,thriller",netflix,6.9,3960331086543568554,https://m.media-amazon.com/images/M/MV5BNDM5MDIxNzYyNV5BMl5BanBnXkFtZTgwMDUzMTk4MTE@._V1_SX300.jpg
Movie,kyun ho gaya na,['samir karnik'],"aishwarya rai bachchan,vivek oberoi,amitabh bachchan,om puri,rati agnihotri,sunil shetty,tinnu anand,rahul singh",India,2004,TV-PG,"international,romance",netflix,1.0,3207707982297210113,url
Movie,the dukes of hazzard,['jay chandrasekhar'],"johnny knoxville,seann william scott,jessica simpson,burt reynolds,mc gainey,david koechner,kevin heffernan,james roday,michael roof,joe don baker",United States,2005,PG-13,"action adventure,comedy",netflix,5.1,12276081652478775476,https://m.media-amazon.com/images/M/MV5BMjAwOTYxODI4OV5BMl5BanBnXkFtZTcwNDYxODIzMw@@._V1_SX300.jpg
Movie,a love song for latasha,['sophia nahli allison'],unknown,United States,2020,TV-PG,documentaries,netflix,6.8,10458824284759284722,https://m.media-amazon.com/images/M/MV5BYzBlOGE3Y2QtMDMyZS00NTg2LTk1MzUtMmFhMTFmODBlNDc0XkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_SX300.jpg
Movie,three wishes,['martha coolidge'],"patrick swayze,mary elizabeth mastrantonio,joseph mazzello,seth mumy",United States,1995,13+,"adventure,fantasy",hotstar,6.1,4575606715050743855,https://m.media-amazon.com/images/M/MV5BYTkxYTNjZDUtYWFhYi00NjQ4LWE2YjMtYmU2YjMyZjQwODkxXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg
Movie,adel karam live from beirut,['unknown'],adel karam,United States,2018,TV-MA,comedy,netflix,5.3,4226850397167103524,https://m.media-amazon.com/images/M/MV5BY2E3OTRjMTgtNDI0ZS00ZjQ1LWI3MjQtM2JjNjc2NWU1YjE1XkEyXkFqcGdeQXVyNTg2NDkzNTE@._V1_SX300.jpg
Movie,dragonheart 3 the sorcerer,['colin teague'],"julian morris,tamzin merchant,ben kingsley,jassa ahluwalia,jonjo oneill,dominic mafham,roger ashtongriffiths,jake curran,duncan preston,ozama oancea",United States,2015,PG-13,"action adventure,scifi",netflix,1.0,14526128628697126755,url
Movie,ghayal,['rajkumar santoshi'],"sunny deol,meenakshi sheshadri,amrish puri,moushumi chatterjee,kulbhushan kharbanda,om puri,raj babbar,shabbir khan",India,1990,TV-14,"action adventure,drama,international",netflix,7.7,14150313245056294193,https://m.media-amazon.com/images/M/MV5BM2NiZmQzMDgtNThhZi00NWUzLTk4NmItYmY5MTNkZTU5ZWU1XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg
Movie,the remix hip hop x fashion,"['lisa cortés', 'farah x']",unknown,United States,2019,TV-MA,"documentaries,music",netflix,7.5,5677521297525062269,https://m.media-amazon.com/images/M/MV5BNGFjZjM2YWItZDk3MC00NmJkLWExZjUtZjZlMGNiOWE2NTFlXkEyXkFqcGdeQXVyODQ1NTk5OQ@@._V1_SX300.jpg
TV Show,a series of unfortunate events,['unknown'],"neil patrick harris,patrick warburton,malina weissman,louis hynes,k todd freeman,joan cusack,aasif mandvi",United States,2019,TV-PG,"kids,action adventure,comedy",netflix,6.8,9746952567894628809,https://m.media-amazon.com/images/M/MV5BMjE3MDM4NTg0NV5BMl5BanBnXkFtZTcwNjI4MTczMw@@._V1_SX300.jpg
Movie,before the flood,['fisher stevens'],"leonardo dicaprio,john kerry,barack obama,bill clinton",United States,2016,TV-14,documentary,hotstar,8.2,18223799896441840500,https://m.media-amazon.com/images/M/MV5BNDE3ODQxMjY4NF5BMl5BanBnXkFtZTgwNzU1Mzk5OTE@._V1_SX300.jpg
Movie,hacksaw,['larry lansburgh'],"tab hunter,victor millan,ray teal,russ mccubbin,george barrows,christine austin",United States,1971,TV-PG,"animals  nature,family,sports",hotstar,1.9,8238589180544780248,https://m.media-amazon.com/images/M/MV5BNDNjODMyZTQtOWQxYi00YzIwLThkYWQtM2I5YTRjZTdiMWY0XkEyXkFqcGdeQXVyNDU1NTIxMjA@._V1_SX300.jpg
Movie,made in china,['mikhil musale'],"rajkummar rao,boman irani,mouni roy,sumeet vyas,paresh rawal,gajraj rao,manoj joshi,sanjay goradia,amyra dastur,chittaranjan tripathi,abhishek banerjee",India,2019,TV-MA,"comedy,drama,international",netflix,6.3,10653389177153759183,https://m.media-amazon.com/images/M/MV5BMTg2ZTU4NDItMDI1My00YTUzLWE1MzItZTA0MWQ0OTkyNTEzXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg
Movie,tarzan 2,['brian smith'],"harrison chad,george carlin,brad garrett,ron perlman,estelle harris,glenn close,lance henriksen,brenda grate,harrison fahn",United States,2005,G,family,netflix,5.6,17763793197474095902,https://m.media-amazon.com/images/M/MV5BODUwZWRkMzAtYzFhMS00MGU5LWJhNDQtNzI2NGQ1NDA3NTBiXkEyXkFqcGdeQXVyODc5NjY4MzU@._V1_SX300.jpg
TV Show,disneys doug,['unknown'],"connie shulman,doug preis,alice playten,chris phillips,fred newman,thomas mchugh",United States,1996,TV-Y7,"animation,comedy,coming of age",hotstar,7.4,16574352921769130601,https://m.media-amazon.com/images/M/MV5BNTMzYThjZjUtYzBiOS00YjQyLTgzZGMtNjg3OTU3MDA3NWYyXkEyXkFqcGdeQXVyODUwNjEzMzg@._V1_SX300.jpg
